image,01_gengdi,02_yuandi,03_lindi,04_caodi,05_fangwujianzhu,06_road,07_gouzhuwu,08_rengong,09_huangmo,10_water
05_fangwujianzhu,0.000075,0.000168,0.000505,0.001132,0.990203,0.000134,0.006768,0.000745,0.000083,0.000187
05_fangwujianzhu,0.009384,0.007182,0.000653,0.005109,0.608251,0.000266,0.361457,0.007252,0.000185,0.000260
05_fangwujianzhu,0.015778,0.028898,0.004290,0.023108,0.575441,0.000517,0.325256,0.022408,0.000905,0.003400
05_fangwujianzhu,0.050734,0.108360,0.034532,0.133652,0.507222,0.008019,0.135182,0.006439,0.008082,0.007776
05_fangwujianzhu,0.026842,0.060767,0.005001,0.012241,0.773255,0.002313,0.107424,0.005356,0.003898,0.002903
05_fangwujianzhu,0.000101,0.000106,0.000504,0.001107,0.992628,0.000585,0.003984,0.000514,0.000109,0.000362
05_fangwujianzhu,0.024716,0.023730,0.003169,0.009321,0.908199,0.001375,0.025848,0.001816,0.001250,0.000576
05_fangwujianzhu,0.000311,0.000485,0.000356,0.001183,0.988610,0.000494,0.007505,0.000566,0.000210,0.000279
05_fangwujianzhu,0.000223,0.000267,0.000311,0.000745,0.989389,0.000239,0.007995,0.000592,0.000091,0.000148
05_fangwujianzhu,0.005874,0.003668,0.002344,0.005988,0.725994,0.000497,0.240232,0.015005,0.000149,0.000249
05_fangwujianzhu,0.001083,0.001356,0.001697,0.004344,0.968349,0.001308,0.019781,0.000800,0.000405,0.000878
05_fangwujianzhu,0.000111,0.000307,0.000183,0.000912,0.962823,0.000094,0.033740,0.001590,0.000065,0.000175
05_fangwujianzhu,0.007893,0.008133,0.004384,0.020975,0.719300,0.005756,0.221677,0.007016,0.001954,0.002912
05_fangwujianzhu,0.000273,0.000358,0.000206,0.000651,0.972194,0.000117,0.023435,0.002569,0.000055,0.000143
05_fangwujianzhu,0.000677,0.000844,0.000471,0.001609,0.940705,0.000158,0.053809,0.001497,0.000080,0.000150
05_fangwujianzhu,0.000635,0.000576,0.000684,0.002742,0.929041,0.000891,0.062885,0.002050,0.000159,0.000337
05_fangwujianzhu,0.031342,0.141797,0.009250,0.054756,0.449073,0.001827,0.281850,0.012705,0.006463,0.010938
05_fangwujianzhu,0.000138,0.000325,0.000079,0.000429,0.979873,0.000093,0.017967,0.000971,0.000045,0.000080
05_fangwujianzhu,0.000259,0.000441,0.000278,0.000985,0.972603,0.000461,0.023392,0.001074,0.000135,0.000373
05_fangwujianzhu,0.000367,0.000454,0.000298,0.000738,0.988153,0.000224,0.009067,0.000466,0.000118,0.000116
05_fangwujianzhu,0.000273,0.000389,0.000111,0.000622,0.975845,0.000362,0.021087,0.001027,0.000094,0.000189
05_fangwujianzhu,0.000598,0.000617,0.000765,0.001702,0.975556,0.000709,0.018571,0.000784,0.000191,0.000506
05_fangwujianzhu,0.000494,0.000903,0.001007,0.002996,0.982346,0.000447,0.010429,0.000677,0.000271,0.000431
05_fangwujianzhu,0.000951,0.000646,0.000557,0.002225,0.969353,0.001488,0.023143,0.001151,0.000208,0.000279
05_fangwujianzhu,0.000575,0.000394,0.000710,0.001462,0.979841,0.000523,0.015462,0.000677,0.000129,0.000227
05_fangwujianzhu,0.002431,0.002235,0.000798,0.002543,0.959465,0.000628,0.030056,0.001172,0.000379,0.000293
05_fangwujianzhu,0.003937,0.006506,0.053686,0.127250,0.656920,0.009183,0.112111,0.010083,0.003237,0.017087
05_fangwujianzhu,0.001135,0.002878,0.002684,0.009858,0.884347,0.000129,0.093087,0.005317,0.000230,0.000336
05_fangwujianzhu,0.000516,0.001042,0.000768,0.004088,0.953474,0.001387,0.035742,0.001754,0.000376,0.000853
05_fangwujianzhu,0.003313,0.003219,0.005085,0.019289,0.855574,0.009136,0.096563,0.002872,0.001046,0.003903
05_fangwujianzhu,0.008661,0.005298,0.002877,0.014152,0.381840,0.000451,0.542242,0.043414,0.000247,0.000817
05_fangwujianzhu,0.000183,0.000226,0.000354,0.000838,0.988034,0.000495,0.008936,0.000550,0.000113,0.000270
05_fangwujianzhu,0.000488,0.000626,0.000385,0.001594,0.945276,0.000317,0.045527,0.005340,0.000092,0.000354
05_fangwujianzhu,0.002344,0.002403,0.000915,0.002446,0.971072,0.000996,0.018093,0.000766,0.000454,0.000512
05_fangwujianzhu,0.009989,0.008732,0.042711,0.137736,0.084996,0.001765,0.554805,0.147626,0.002371,0.009269
06_road,0.072550,0.017400,0.229702,0.391443,0.038420,0.081024,0.123434,0.008239,0.014263,0.023525
06_road,0.002882,0.008774,0.044885,0.109906,0.110926,0.001381,0.666073,0.049031,0.001136,0.005005
06_road,0.009204,0.004674,0.034744,0.048593,0.000331,0.848508,0.006676,0.000300,0.016126,0.030843
06_road,0.005446,0.002430,0.134861,0.125097,0.000239,0.553753,0.006949,0.000928,0.029021,0.141276
06_road,0.021876,0.010067,0.122566,0.262981,0.000989,0.331422,0.016143,0.001423,0.029317,0.203217
06_road,0.004968,0.003215,0.103892,0.176583,0.000778,0.481248,0.017150,0.001351,0.024163,0.186652
06_road,0.446652,0.077930,0.062089,0.083618,0.000183,0.293488,0.010835,0.000890,0.011680,0.012634
06_road,0.052071,0.020869,0.083231,0.169322,0.321213,0.014715,0.304795,0.024724,0.005939,0.003121
07_gouzhuwu,0.007908,0.048770,0.019308,0.187713,0.013459,0.006359,0.131379,0.017809,0.021373,0.545921
07_gouzhuwu,0.078094,0.127927,0.098611,0.328313,0.017310,0.000566,0.233208,0.111386,0.002236,0.002350
07_gouzhuwu,0.005168,0.007206,0.045192,0.172548,0.328353,0.000410,0.309243,0.129985,0.000649,0.001246
07_gouzhuwu,0.021850,0.007563,0.661835,0.274518,0.000912,0.008546,0.005299,0.004318,0.006303,0.008855
07_gouzhuwu,0.010209,0.009725,0.377856,0.413007,0.007507,0.050525,0.023777,0.004081,0.017859,0.085454
07_gouzhuwu,0.002712,0.006093,0.003518,0.032043,0.337375,0.000367,0.593385,0.022659,0.000276,0.001572
07_gouzhuwu,0.013479,0.010054,0.680554,0.200333,0.020525,0.014037,0.044317,0.008768,0.003282,0.004652
07_gouzhuwu,0.004593,0.003548,0.004473,0.021005,0.464049,0.000539,0.456081,0.043225,0.000417,0.002071
07_gouzhuwu,0.002199,0.009680,0.013025,0.062063,0.069860,0.000352,0.764618,0.073706,0.000615,0.003882
07_gouzhuwu,0.000433,0.000287,0.000242,0.001026,0.796945,0.000297,0.194239,0.006324,0.000058,0.000149
07_gouzhuwu,0.004967,0.007360,0.006094,0.041669,0.517830,0.000298,0.399514,0.021433,0.000249,0.000585
07_gouzhuwu,0.000406,0.002214,0.008294,0.026072,0.125614,0.001102,0.798708,0.019337,0.000677,0.017574
07_gouzhuwu,0.035382,0.049654,0.040327,0.161821,0.352675,0.001229,0.310728,0.044394,0.001646,0.002144
07_gouzhuwu,0.000105,0.000513,0.001051,0.002096,0.708625,0.000064,0.277903,0.009161,0.000068,0.000414
07_gouzhuwu,0.014468,0.008739,0.034701,0.163345,0.041318,0.039143,0.641182,0.010175,0.005718,0.041211
07_gouzhuwu,0.002374,0.002186,0.028846,0.042619,0.005619,0.002539,0.883076,0.013956,0.000615,0.018169
07_gouzhuwu,0.001938,0.005344,0.036590,0.080582,0.038696,0.006895,0.655246,0.009678,0.002165,0.162865
07_gouzhuwu,0.008760,0.014734,0.010258,0.040934,0.311627,0.004562,0.565476,0.035026,0.001814,0.006809
07_gouzhuwu,0.165666,0.117729,0.042359,0.347487,0.018014,0.001164,0.263777,0.040748,0.001562,0.001492
07_gouzhuwu,0.020902,0.014265,0.245635,0.456710,0.063953,0.003269,0.131354,0.047433,0.004212,0.012268
07_gouzhuwu,0.016737,0.012447,0.131594,0.085392,0.076949,0.011396,0.643207,0.010818,0.001270,0.010188
07_gouzhuwu,0.000843,0.001853,0.014666,0.025584,0.643512,0.000141,0.251715,0.060847,0.000256,0.000584
07_gouzhuwu,0.007248,0.019110,0.120231,0.204589,0.435202,0.009077,0.148481,0.010506,0.005839,0.039717
07_gouzhuwu,0.001416,0.001004,0.001642,0.007327,0.646279,0.000855,0.310458,0.029353,0.000230,0.001435
07_gouzhuwu,0.183268,0.062372,0.002060,0.018172,0.144643,0.002008,0.572010,0.013032,0.000749,0.001684
07_gouzhuwu,0.013458,0.016138,0.009566,0.132567,0.107386,0.003492,0.641177,0.065721,0.002847,0.007648
07_gouzhuwu,0.065182,0.220398,0.013857,0.101488,0.203147,0.000723,0.360354,0.029906,0.001741,0.003204
07_gouzhuwu,0.067381,0.011276,0.005535,0.029004,0.338212,0.002911,0.498213,0.045737,0.000669,0.001062
07_gouzhuwu,0.046670,0.086355,0.010459,0.065000,0.408877,0.001034,0.362378,0.016420,0.001252,0.001555
07_gouzhuwu,0.009782,0.001978,0.002685,0.009922,0.548613,0.000735,0.398427,0.027469,0.000193,0.000196
07_gouzhuwu,0.000126,0.000631,0.001154,0.003610,0.931391,0.000703,0.055817,0.002778,0.000357,0.003433
07_gouzhuwu,0.252645,0.020899,0.098461,0.240194,0.039314,0.058390,0.248950,0.024037,0.009002,0.008109
07_gouzhuwu,0.103620,0.007542,0.021903,0.065394,0.209402,0.003677,0.537732,0.048888,0.001421,0.000421
07_gouzhuwu,0.002080,0.001352,0.001097,0.003353,0.953130,0.001118,0.035379,0.001707,0.000334,0.000451
07_gouzhuwu,0.001578,0.012625,0.002301,0.010473,0.730950,0.002076,0.224465,0.005754,0.002322,0.007458
07_gouzhuwu,0.035546,0.045954,0.000957,0.017695,0.198351,0.000802,0.689463,0.008830,0.000659,0.001743
07_gouzhuwu,0.046961,0.018118,0.001097,0.018782,0.249605,0.000627,0.638510,0.025335,0.000385,0.000580
07_gouzhuwu,0.000955,0.000919,0.001061,0.005260,0.610984,0.000976,0.370546,0.008166,0.000166,0.000967
07_gouzhuwu,0.012489,0.027059,0.001585,0.007838,0.496632,0.001082,0.436087,0.012218,0.001575,0.003436
07_gouzhuwu,0.000236,0.000650,0.000245,0.000901,0.964444,0.000292,0.031282,0.001551,0.000121,0.000277
08_rengong,0.144763,0.061804,0.102898,0.342240,0.070655,0.101689,0.107401,0.004531,0.025611,0.038409
08_rengong,0.129690,0.066985,0.189410,0.421803,0.080282,0.001585,0.044564,0.060997,0.003185,0.001499
08_rengong,0.005146,0.006197,0.081144,0.574309,0.036133,0.000613,0.131733,0.159584,0.002137,0.003005
08_rengong,0.003293,0.002826,0.014019,0.036559,0.169989,0.000772,0.752135,0.018701,0.000401,0.001305
08_rengong,0.135712,0.054874,0.012176,0.082719,0.170889,0.000768,0.423037,0.117927,0.001280,0.000618
09_huangmo,0.027438,0.007717,0.155306,0.333831,0.009428,0.010825,0.318890,0.100360,0.010377,0.025829
09_huangmo,0.031332,0.017973,0.048869,0.435869,0.016347,0.001595,0.200427,0.224366,0.006266,0.016954
10_water,0.000371,0.001459,0.006645,0.052747,0.000248,0.004083,0.014574,0.003052,0.009206,0.907615
10_water,0.004637,0.007524,0.024689,0.212964,0.004611,0.013226,0.094934,0.011505,0.011147,0.614763
10_water,0.000164,0.001367,0.003973,0.026038,0.000420,0.002573,0.010114,0.001464,0.007569,0.946319
10_water,0.000119,0.000331,0.067613,0.053837,0.000193,0.043996,0.025438,0.003843,0.017284,0.787345
10_water,0.000077,0.000666,0.005714,0.025109,0.000602,0.003558,0.015401,0.002017,0.005497,0.941360
10_water,0.002833,0.013531,0.017114,0.107225,0.276185,0.015396,0.312284,0.009980,0.011163,0.234290
10_water,0.000997,0.003644,0.009592,0.060633,0.007408,0.031991,0.121578,0.003817,0.012843,0.747498
10_water,0.000172,0.000322,0.019278,0.058731,0.000524,0.018740,0.008175,0.003106,0.023764,0.867188
10_water,0.008029,0.013781,0.071734,0.361531,0.006365,0.038048,0.083031,0.003625,0.020072,0.393784
10_water,0.000209,0.001493,0.006820,0.043917,0.000252,0.007655,0.012456,0.000681,0.009712,0.916806
10_water,0.000235,0.001014,0.003099,0.014937,0.000098,0.002671,0.003882,0.000509,0.007356,0.966199
10_water,0.001827,0.016655,0.014174,0.134825,0.038643,0.019801,0.076583,0.003973,0.019159,0.674360
10_water,0.001868,0.024381,0.012135,0.070265,0.110530,0.035527,0.177540,0.004243,0.023968,0.539542
10_water,0.000479,0.002039,0.012998,0.063751,0.000098,0.007609,0.020059,0.001432,0.012588,0.878946
10_water,0.000506,0.001390,0.026180,0.065287,0.001928,0.033457,0.124283,0.004950,0.012254,0.729766
10_water,0.001574,0.017890,0.014622,0.114544,0.007097,0.028725,0.042325,0.001471,0.028195,0.743557
10_water,0.002501,0.002845,0.034117,0.122357,0.000514,0.044903,0.017512,0.004182,0.037283,0.733787
10_water,0.035544,0.027503,0.087738,0.315077,0.023904,0.277004,0.054282,0.002157,0.033473,0.143319
10_water,0.000355,0.005927,0.006857,0.038406,0.011854,0.012745,0.034675,0.002181,0.017795,0.869202
10_water,0.000418,0.000833,0.017396,0.071082,0.000270,0.007724,0.007408,0.001650,0.009131,0.884089
